deviceName,time[sec],objectID,ioTaskID,taskPriority,taskDeadline
device43,882.0,BI134,802,0,26
device22,883.0,BC128,803,3,4
device70,884.0,AG106,804,5,-1
device69,885.0,DU198,805,0,38
device67,886.0,BO140,806,5,26
device33,887.0,DT197,807,3,16
device94,888.0,DA178,808,3,-1
device44,889.0,CB153,809,1,14
device16,890.0,CV173,810,2,32
device57,891.0,CI160,811,2,11
device31,892.0,CU172,812,0,-1
device16,893.0,CC154,813,0,22
device1,894.0,CQ168,814,1,21
device93,895.0,BJ135,815,5,26
device56,896.0,CG158,816,0,-1
device72,897.0,DG184,817,4,20
device45,898.0,AI108,818,3,12
device13,899.0,DV199,819,0,25
device67,900.0,CY176,820,0,-1
device9,901.0,BE130,821,4,15
device4,902.0,CZ177,822,5,23
device87,903.0,DA178,823,2,38
device74,904.0,CB153,824,4,-1
device30,905.0,BR143,825,4,30
device5,906.0,AN113,826,5,6
device90,907.0,BU146,827,4,27
device21,908.0,BE130,828,5,-1
device53,909.0,CN165,829,0,22
device49,910.0,AY124,830,1,13
device40,911.0,AP115,831,3,24
device29,912.0,AW122,832,0,-1
device98,913.0,CK162,833,0,4
device54,914.0,BF131,834,4,24
device74,915.0,BZ151,835,0,9
device42,916.0,AJ109,836,5,-1
device61,917.0,CD155,837,3,40
device20,918.0,DU198,838,4,33
device34,919.0,CJ161,839,5,21
device81,920.0,CU172,840,3,-1
device85,921.0,CU172,841,0,28
device98,922.0,CK162,842,5,35
device43,923.0,CV173,843,1,25
device72,924.0,CO166,844,0,-1
device2,925.0,CO166,845,0,15
device47,926.0,DT197,846,3,2
device93,927.0,BB127,847,5,29
device51,928.0,BA126,848,0,-1
device44,929.0,BN139,849,3,33
device31,930.0,BM138,850,4,22
device16,931.0,CB153,851,1,11
device71,932.0,BZ151,852,0,-1
device22,933.0,AV121,853,2,21
device75,934.0,AG106,854,4,26
device7,935.0,DP193,855,4,37
device10,936.0,BF131,856,0,-1
device57,937.0,DO192,857,1,10
device91,938.0,CG158,858,4,25
device59,939.0,CA152,859,1,0
device32,940.0,AT119,860,4,-1
device52,941.0,CM164,861,3,20
device44,942.0,BQ142,862,4,4
device28,943.0,CT171,863,4,40
device82,944.0,BW148,864,1,-1
device15,945.0,AE104,865,4,29
device0,946.0,CW174,866,1,24
device60,947.0,CE156,867,3,36
device30,948.0,CI160,868,5,-1
device8,949.0,CQ168,869,1,18
device25,950.0,DU198,870,3,16
device18,951.0,CF157,871,5,35
device0,952.0,CM164,872,3,-1
device82,953.0,CF157,873,1,27
device58,954.0,CE156,874,4,27
device80,955.0,BH133,875,5,1
device65,956.0,DK188,876,2,-1
device34,957.0,CR169,877,0,1
device23,958.0,DV199,878,1,19
device94,959.0,DS196,879,1,8
device95,960.0,CO166,880,4,-1
device89,961.0,AI108,881,4,33
device13,962.0,CC154,882,3,17
device54,963.0,BJ135,883,3,5
device62,964.0,BL137,884,1,-1
device38,965.0,AY124,885,3,18
device2,966.0,AA100,886,2,9
device89,967.0,AQ116,887,3,21
device29,968.0,AA100,888,2,-1
device17,969.0,AI108,889,1,21
device95,970.0,AK110,890,4,8
device39,971.0,BL137,891,0,15
device3,972.0,BE130,892,2,-1
device93,973.0,BA126,893,3,15
device53,974.0,CZ177,894,4,10
device47,975.0,CX175,895,2,38
device37,976.0,DF183,896,0,-1
device96,977.0,DQ194,897,4,11
device5,978.0,BZ151,898,4,23
device2,979.0,AT119,899,5,30
device80,980.0,CZ177,900,5,-1
device90,981.0,DK188,901,1,26
device17,982.0,AY124,902,5,30
device16,983.0,AV121,903,2,17
device67,984.0,AS118,904,3,-1
device91,985.0,BX149,905,2,2
device9,986.0,BZ151,906,3,17
device41,987.0,BY150,907,1,1
device93,988.0,AF105,908,2,-1
device91,989.0,AV121,909,3,25
device52,990.0,CI160,910,2,36
device41,991.0,DV199,911,2,14
device44,992.0,DL189,912,0,-1
device95,993.0,BA126,913,3,25
device89,994.0,BZ151,914,5,26
device7,995.0,DG184,915,5,8
device65,996.0,BI134,916,0,-1
device5,997.0,CP167,917,5,26
device15,998.0,DO192,918,0,17
device38,999.0,CH159,919,1,14
device82,1000.0,DS196,920,1,-1
device47,1001.0,AM112,921,2,13
device15,1002.0,AU120,922,1,34
device58,1003.0,DU198,923,1,23
device4,1004.0,DD181,924,5,-1
device96,1005.0,CB153,925,2,10
device15,1006.0,DF183,926,4,27
device17,1007.0,DP193,927,4,35
device53,1008.0,AH107,928,3,-1
device43,1009.0,CT171,929,1,25
device23,1010.0,BY150,930,0,29
device38,1011.0,CS170,931,0,33
device78,1012.0,CA152,932,4,-1
device44,1013.0,CP167,933,5,11
device47,1014.0,AN113,934,0,22
device63,1015.0,BO140,935,5,3
device81,1016.0,BQ142,936,0,-1
device4,1017.0,DP193,937,2,38
device53,1018.0,BI134,938,2,8
device94,1019.0,BX149,939,3,35
device44,1020.0,AC102,940,5,-1
device22,1021.0,CI160,941,1,28
device67,1022.0,CT171,942,2,35
device26,1023.0,BT145,943,4,34
device24,1024.0,BH133,944,2,-1
device22,1025.0,DF183,945,3,31
device72,1026.0,CU172,946,2,22
device44,1027.0,CI160,947,1,20
device20,1028.0,BI134,948,5,-1
device97,1029.0,BF131,949,3,35
device16,1030.0,BB127,950,3,7
device67,1031.0,BC128,951,1,0
device51,1032.0,AQ116,952,3,-1
device18,1033.0,CQ168,953,4,35
device45,1034.0,CK162,954,4,12
device9,1035.0,DR195,955,3,1
device45,1036.0,AE104,956,2,-1
device84,1037.0,BO140,957,0,38
device97,1038.0,AP115,958,1,7
device44,1039.0,DQ194,959,1,1
device74,1040.0,BF131,960,4,-1
device26,1041.0,AA100,961,5,35
device56,1042.0,CA152,962,0,0
device3,1043.0,CJ161,963,1,5
device44,1044.0,AD103,964,2,-1
device25,1045.0,DQ194,965,2,27
device42,1046.0,BX149,966,4,34
device6,1047.0,DC180,967,5,36
device94,1048.0,AQ116,968,1,-1
device95,1049.0,CQ168,969,4,9
device10,1050.0,BN139,970,5,30
device93,1051.0,AR117,971,3,0
device90,1052.0,DR195,972,0,-1
device62,1053.0,DN191,973,4,31
device32,1054.0,AF105,974,3,10
device92,1055.0,CP167,975,3,0
device33,1056.0,AL111,976,5,-1
device62,1057.0,CI160,977,5,10
device53,1058.0,CD155,978,3,28
device41,1059.0,AI108,979,5,21
device78,1060.0,AF105,980,3,-1
device96,1061.0,AV121,981,5,8
device91,1062.0,DL189,982,3,19
device49,1063.0,DM190,983,2,36
device68,1064.0,BI134,984,5,-1
device49,1065.0,BU146,985,5,2
device44,1066.0,AI108,986,1,30
device48,1067.0,AW122,987,0,3
device31,1068.0,AG106,988,4,-1
device45,1069.0,CG158,989,2,24
device50,1070.0,AF105,990,2,0
device87,1071.0,AR117,991,3,13
device17,1072.0,AV121,992,5,-1
device19,1073.0,AH107,993,2,26
device1,1074.0,BR143,994,5,34
device67,1075.0,DN191,995,1,21
device82,1076.0,CV173,996,0,-1
device88,1077.0,AO114,997,4,13
device89,1078.0,AG106,998,4,22
device1,1079.0,BN139,999,3,29
device97,1080.0,DK188,1000,1,-1
device31,1081.0,DJ187,1001,5,7
device58,1082.0,CD155,1002,4,21
device75,1083.0,AS118,1003,2,8
device85,1084.0,DM190,1004,1,-1
device19,1085.0,AY124,1005,4,37
device74,1086.0,AI108,1006,5,21
device69,1087.0,DT197,1007,5,24
device66,1088.0,BY150,1008,3,-1
device97,1089.0,BX149,1009,4,8
device28,1090.0,BH133,1010,5,15
device13,1091.0,CX175,1011,1,26
device92,1092.0,BG132,1012,3,-1
device25,1093.0,DI186,1013,5,25
device97,1094.0,AT119,1014,4,19
device8,1095.0,AR117,1015,3,14
device42,1096.0,BG132,1016,4,-1
device5,1097.0,CE156,1017,3,10
device58,1098.0,CF157,1018,3,34
device88,1099.0,DS196,1019,2,20
device20,1100.0,AT119,1020,5,-1
device4,1101.0,BM138,1021,1,5
device27,1102.0,BI134,1022,3,10
device62,1103.0,DC180,1023,1,6
device70,1104.0,CB153,1024,0,-1
device51,1105.0,CZ177,1025,2,13
device85,1106.0,CR169,1026,4,39
device93,1107.0,DL189,1027,0,16
device85,1108.0,AZ125,1028,5,-1
device76,1109.0,BC128,1029,4,23
device62,1110.0,CZ177,1030,3,8
device65,1111.0,DD181,1031,3,7
device75,1112.0,BM138,1032,3,-1
device62,1113.0,BC128,1033,2,4
device4,1114.0,AX123,1034,3,21
device44,1115.0,BH133,1035,4,10
device71,1116.0,DB179,1036,0,-1
device65,1117.0,AL111,1037,0,1
device41,1118.0,BJ135,1038,4,14
device77,1119.0,CM164,1039,4,5
device14,1120.0,AK110,1040,5,-1
device95,1121.0,CR169,1041,2,22
device80,1122.0,DK188,1042,3,7
device23,1123.0,BB127,1043,2,24
device30,1124.0,AB101,1044,5,-1
device80,1125.0,CD155,1045,2,11
device66,1126.0,BG132,1046,5,2
device2,1127.0,CD155,1047,0,17
device22,1128.0,AW122,1048,5,-1
device97,1129.0,CG158,1049,2,3
device86,1130.0,BN139,1050,0,1
device71,1131.0,AM112,1051,5,7
device77,1132.0,BV147,1052,3,-1
device92,1133.0,DB179,1053,1,0
device18,1134.0,BJ135,1054,0,35
device46,1135.0,BT145,1055,2,12
device76,1136.0,BI134,1056,5,-1
device64,1137.0,DD181,1057,1,12
device98,1138.0,AU120,1058,4,34
device84,1139.0,CN165,1059,1,15
device11,1140.0,AP115,1060,3,-1
device38,1141.0,DA178,1061,4,32
device24,1142.0,CN165,1062,5,32
device82,1143.0,CK162,1063,3,27
device80,1144.0,BZ151,1064,4,-1
device33,1145.0,AM112,1065,0,28
device14,1146.0,CS170,1066,3,9
device88,1147.0,CM164,1067,2,26
device86,1148.0,AT119,1068,4,-1
device88,1149.0,DT197,1069,4,23
device67,1150.0,BT145,1070,5,12
device67,1151.0,BK136,1071,5,37
device18,1152.0,CZ177,1072,5,-1
device31,1153.0,DI186,1073,4,4
device14,1154.0,AS118,1074,1,19
device72,1155.0,DV199,1075,5,3
device41,1156.0,BM138,1076,0,-1
device79,1157.0,CA152,1077,0,19
device33,1158.0,AY124,1078,4,30
device46,1159.0,DO192,1079,1,20
device45,1160.0,CH159,1080,1,-1
device47,1161.0,AM112,1081,1,1
device31,1162.0,CF157,1082,4,32
device22,1163.0,AT119,1083,1,38
device74,1164.0,CD155,1084,1,-1
device60,1165.0,CT171,1085,1,24
device2,1166.0,BX149,1086,4,25
device93,1167.0,AQ116,1087,1,15
device0,1168.0,BM138,1088,5,-1
device94,1169.0,BJ135,1089,5,25
device70,1170.0,CM164,1090,1,35
device25,1171.0,AN113,1091,1,16
device17,1172.0,AK110,1092,5,-1
device84,1173.0,AT119,1093,3,39
device6,1174.0,AO114,1094,5,9
device29,1175.0,BB127,1095,4,14
device22,1176.0,CA152,1096,1,-1
device76,1177.0,DH185,1097,0,28
device44,1178.0,AY124,1098,1,39
device56,1179.0,AD103,1099,1,28
device35,1180.0,BB127,1100,2,-1
device24,1181.0,AZ125,1101,2,14
device92,1182.0,BD129,1102,5,1
device60,1183.0,AV121,1103,1,23
device86,1184.0,BE130,1104,1,-1
device53,1185.0,AF105,1105,1,34
device69,1186.0,BM138,1106,3,40
device37,1187.0,AM112,1107,4,21
device58,1188.0,DL189,1108,0,-1
device33,1189.0,BF131,1109,3,4
device21,1190.0,AL111,1110,5,19
device38,1191.0,CT171,1111,5,12
device29,1192.0,BR143,1112,3,-1
device42,1193.0,BZ151,1113,4,14
device72,1194.0,CH159,1114,2,35
device12,1195.0,DV199,1115,1,15
device96,1196.0,AI108,1116,2,-1
device61,1197.0,BV147,1117,5,8
device75,1198.0,BH133,1118,0,18
device71,1199.0,BO140,1119,5,13
device26,1200.0,AN113,1120,0,-1
device87,1201.0,BN139,1121,0,18
device39,1202.0,CS170,1122,2,13
device34,1203.0,CY176,1123,4,1
device23,1204.0,DL189,1124,0,-1
device14,1205.0,BX149,1125,4,5
device67,1206.0,DL189,1126,2,29
device41,1207.0,DA178,1127,0,10
device93,1208.0,AU120,1128,2,-1
device53,1209.0,AS118,1129,2,26
device10,1210.0,CN165,1130,0,23
device12,1211.0,AW122,1131,3,30
device81,1212.0,CB153,1132,2,-1
device10,1213.0,CG158,1133,0,10
device51,1214.0,DC180,1134,3,25
device8,1215.0,AD103,1135,0,29
device16,1216.0,DO192,1136,0,-1
device24,1217.0,BE130,1137,4,29
device11,1218.0,AS118,1138,3,10
device74,1219.0,DT197,1139,3,2
device48,1220.0,AY124,1140,0,-1
device84,1221.0,AV121,1141,0,4
device97,1222.0,BX149,1142,3,21
device9,1223.0,AW122,1143,0,21
device60,1224.0,CJ161,1144,2,-1
device51,1225.0,AX123,1145,5,36
device63,1226.0,BZ151,1146,4,3
device38,1227.0,CB153,1147,0,7
device43,1228.0,AK110,1148,1,-1
device76,1229.0,AC102,1149,2,0
device65,1230.0,CZ177,1150,2,29
device98,1231.0,AA100,1151,0,29
device86,1232.0,AV121,1152,5,-1
device13,1233.0,AZ125,1153,4,35
device36,1234.0,CE156,1154,3,14
device70,1235.0,DG184,1155,2,5
device0,1236.0,DA178,1156,5,-1
device68,1237.0,AH107,1157,1,39
device69,1238.0,BX149,1158,2,34
device11,1239.0,DV199,1159,3,28
device66,1240.0,BK136,1160,0,-1
device83,1241.0,BO140,1161,4,3
device63,1242.0,AX123,1162,0,17
device90,1243.0,CP167,1163,2,8
device53,1244.0,CX175,1164,2,-1
device3,1245.0,CM164,1165,2,18
device50,1246.0,DA178,1166,1,30
device21,1247.0,AE104,1167,4,22
device81,1248.0,BJ135,1168,0,-1
device88,1249.0,BD129,1169,5,9
device88,1250.0,AR117,1170,4,32
device3,1251.0,BI134,1171,5,28
device47,1252.0,DM190,1172,1,-1
device81,1253.0,DB179,1173,5,0
device6,1254.0,BT145,1174,3,34
device38,1255.0,BM138,1175,2,25
device42,1256.0,AD103,1176,2,-1
device57,1257.0,CX175,1177,4,40
device21,1258.0,BI134,1178,1,36
device21,1259.0,AZ125,1179,3,1
device39,1260.0,CI160,1180,2,-1
device0,1261.0,CM164,1181,5,11
device37,1262.0,BF131,1182,3,3
device0,1263.0,BB127,1183,0,4
device38,1264.0,AO114,1184,1,-1
device73,1265.0,BP141,1185,2,4
device98,1266.0,BK136,1186,0,22
device72,1267.0,DG184,1187,4,8
device27,1268.0,CV173,1188,5,-1
device96,1269.0,DP193,1189,4,40
device60,1270.0,CP167,1190,2,16
device84,1271.0,AL111,1191,1,6
device64,1272.0,CH159,1192,4,-1
device60,1273.0,CQ168,1193,0,36
device42,1274.0,BO140,1194,5,10
device81,1275.0,DS196,1195,0,28
device76,1276.0,BQ142,1196,2,-1
device3,1277.0,DT197,1197,5,27
device68,1278.0,AR117,1198,1,38
device4,1279.0,BO140,1199,2,31
device41,1280.0,AS118,1200,1,-1
device30,1281.0,BE130,1201,2,14
device1,1282.0,CZ177,1202,4,31
device21,1283.0,AR117,1203,5,27
device29,1284.0,BD129,1204,4,-1
device15,1285.0,BD129,1205,2,9
device23,1286.0,BU146,1206,3,40
device71,1287.0,CU172,1207,0,21
device4,1288.0,DM190,1208,3,-1
device1,1289.0,BW148,1209,4,11
device29,1290.0,DJ187,1210,2,3
device29,1291.0,CN165,1211,1,24
device21,1292.0,AN113,1212,2,-1
device39,1293.0,BW148,1213,2,16
device3,1294.0,DV199,1214,5,0
device64,1295.0,DC180,1215,3,36
device8,1296.0,DJ187,1216,5,-1
device11,1297.0,AQ116,1217,2,1
device4,1298.0,CQ168,1218,0,3
device73,1299.0,DQ194,1219,4,26
device39,1300.0,CS170,1220,3,-1
device81,1301.0,AT119,1221,4,36
device83,1302.0,CN165,1222,4,7
device76,1303.0,DI186,1223,5,13
device64,1304.0,CM164,1224,4,-1
device16,1305.0,DL189,1225,3,13
device58,1306.0,BJ135,1226,4,38
device84,1307.0,AY124,1227,1,24
device73,1308.0,CN165,1228,4,-1
device65,1309.0,CD155,1229,0,3
device97,1310.0,BL137,1230,0,27
device8,1311.0,AQ116,1231,0,12
device64,1312.0,CM164,1232,3,-1
device91,1313.0,CB153,1233,2,34
device62,1314.0,AQ116,1234,4,28
device25,1315.0,CU172,1235,4,20
device27,1316.0,BE130,1236,3,-1
device80,1317.0,AC102,1237,2,29
device46,1318.0,CB153,1238,3,28
device7,1319.0,CC154,1239,3,18
device32,1320.0,CE156,1240,4,-1
device29,1321.0,AZ125,1241,5,11
device6,1322.0,CD155,1242,5,24
device86,1323.0,CK162,1243,4,9
device72,1324.0,AT119,1244,5,-1
device37,1325.0,AD103,1245,1,32
device58,1326.0,AH107,1246,3,2
device97,1327.0,CW174,1247,4,26
device92,1328.0,CM164,1248,5,-1
device44,1329.0,BW148,1249,0,12
device79,1330.0,CD155,1250,5,16
device16,1331.0,DP193,1251,2,25
device80,1332.0,AJ109,1252,0,-1
device24,1333.0,DH185,1253,1,22
device95,1334.0,AK110,1254,0,3
device85,1335.0,CX175,1255,1,16
device20,1336.0,CY176,1256,1,-1
device22,1337.0,DG184,1257,3,27
device92,1338.0,AD103,1258,4,20
device50,1339.0,DI186,1259,3,8
device28,1340.0,DJ187,1260,5,-1
device13,1341.0,BV147,1261,3,27
device22,1342.0,DA178,1262,2,24
device43,1343.0,AF105,1263,5,17
device21,1344.0,BD129,1264,4,-1
device83,1345.0,BY150,1265,1,18
device95,1346.0,BR143,1266,5,11
device6,1347.0,DI186,1267,0,17
device36,1348.0,DL189,1268,0,-1
device92,1349.0,AV121,1269,5,11
device31,1350.0,CW174,1270,1,14
device82,1351.0,AL111,1271,2,37
device3,1352.0,DF183,1272,2,-1
device5,1353.0,BX149,1273,0,19
device73,1354.0,CT171,1274,2,1
device72,1355.0,DO192,1275,2,18
device85,1356.0,AA100,1276,2,-1
device23,1357.0,DR195,1277,1,40
device74,1358.0,AB101,1278,1,0
device89,1359.0,CC154,1279,0,15
device56,1360.0,DI186,1280,2,-1
device94,1361.0,CI160,1281,1,27
device16,1362.0,AD103,1282,0,40
device31,1363.0,BR143,1283,5,17
device33,1364.0,AO114,1284,0,-1
device79,1365.0,CQ168,1285,2,23
device0,1366.0,DR195,1286,4,26
device72,1367.0,CG158,1287,5,37
device79,1368.0,DV199,1288,1,-1
device64,1369.0,DS196,1289,1,33
device93,1370.0,BI134,1290,0,33
device79,1371.0,CW174,1291,5,21
device15,1372.0,BN139,1292,3,-1
device14,1373.0,CK162,1293,0,25
device44,1374.0,BZ151,1294,5,22
device6,1375.0,DD181,1295,5,16
device8,1376.0,CB153,1296,0,-1
device98,1377.0,AV121,1297,3,32
device77,1378.0,DO192,1298,4,1
device59,1379.0,AU120,1299,0,19
device32,1380.0,BP141,1300,3,-1
device19,1381.0,CD155,1301,2,20
device47,1382.0,BO140,1302,4,35
device49,1383.0,DJ187,1303,4,13
device20,1384.0,DC180,1304,1,-1
device83,1385.0,AD103,1305,0,21
device12,1386.0,BM138,1306,1,36
device11,1387.0,AT119,1307,2,13
device78,1388.0,BB127,1308,2,-1
device42,1389.0,BS144,1309,5,3
device70,1390.0,AS118,1310,4,4
device0,1391.0,AH107,1311,5,8
device9,1392.0,AN113,1312,5,-1
device70,1393.0,AO114,1313,2,16
device26,1394.0,BZ151,1314,5,24
device43,1395.0,DC180,1315,5,2
device65,1396.0,AH107,1316,5,-1
device96,1397.0,AV121,1317,0,19
device8,1398.0,AL111,1318,2,4
device58,1399.0,AE104,1319,5,22
device76,1400.0,DN191,1320,3,-1
device90,1401.0,BX149,1321,0,0
device46,1402.0,CA152,1322,4,24
device40,1403.0,CP167,1323,4,0
device22,1404.0,CS170,1324,5,-1
device50,1405.0,AM112,1325,3,23
device74,1406.0,DR195,1326,0,22
device7,1407.0,CO166,1327,5,23
device6,1408.0,BP141,1328,5,-1
device64,1409.0,DF183,1329,0,24
device0,1410.0,DV199,1330,1,28
device50,1411.0,CK162,1331,4,14
device59,1412.0,CL163,1332,3,-1
device54,1413.0,CZ177,1333,0,4
device95,1414.0,CN165,1334,3,9
device72,1415.0,AC102,1335,4,6
device26,1416.0,AZ125,1336,5,-1
device40,1417.0,BQ142,1337,5,18
device0,1418.0,AU120,1338,1,0
device42,1419.0,CH159,1339,1,28
device20,1420.0,BT145,1340,3,-1
device23,1421.0,BP141,1341,4,3
device94,1422.0,BG132,1342,5,13
device73,1423.0,AD103,1343,3,8
device8,1424.0,DD181,1344,4,-1
device57,1425.0,DO192,1345,1,18
device34,1426.0,CQ168,1346,2,3
device98,1427.0,DM190,1347,1,38
device82,1428.0,DT197,1348,5,-1
device90,1429.0,CB153,1349,1,1
device63,1430.0,AG106,1350,1,12
device24,1431.0,CZ177,1351,1,24
device68,1432.0,DV199,1352,3,-1
device32,1433.0,AW122,1353,0,11
device50,1434.0,DP193,1354,0,33
device91,1435.0,AA100,1355,4,21
device30,1436.0,DD181,1356,5,-1
device3,1437.0,AV121,1357,3,26
device16,1438.0,BQ142,1358,3,7
device2,1439.0,AS118,1359,0,10
device82,1440.0,AA100,1360,1,-1
device67,1441.0,CW174,1361,5,13
device77,1442.0,DF183,1362,4,14
device78,1443.0,BM138,1363,5,16
device80,1444.0,AN113,1364,4,-1
device36,1445.0,BH133,1365,1,19
device93,1446.0,BH133,1366,1,33
device50,1447.0,DR195,1367,5,12
device38,1448.0,BI134,1368,5,-1
device64,1449.0,CP167,1369,3,30
device44,1450.0,BN139,1370,5,15
device8,1451.0,DM190,1371,0,32
device88,1452.0,AU120,1372,2,-1
device27,1453.0,DU198,1373,4,11
device49,1454.0,CD155,1374,5,10
device4,1455.0,AM112,1375,3,35
device4,1456.0,CS170,1376,4,-1
device44,1457.0,DL189,1377,4,20
device11,1458.0,BD129,1378,3,7
device65,1459.0,AM112,1379,1,10
device76,1460.0,CJ161,1380,0,-1
device73,1461.0,BJ135,1381,4,1
device85,1462.0,CQ168,1382,2,32
device29,1463.0,CJ161,1383,1,7
device70,1464.0,BT145,1384,1,-1
device76,1465.0,BP141,1385,4,38
device44,1466.0,BC128,1386,5,9
device25,1467.0,AT119,1387,3,22
device6,1468.0,AG106,1388,4,-1
device72,1469.0,BD129,1389,2,37
device62,1470.0,BW148,1390,3,8
device31,1471.0,BH133,1391,4,25
device54,1472.0,CC154,1392,2,-1
device44,1473.0,CT171,1393,3,10
device47,1474.0,BK136,1394,0,8
device60,1475.0,CX175,1395,1,4
device86,1476.0,CD155,1396,5,-1
device84,1477.0,AD103,1397,5,37
device10,1478.0,BM138,1398,1,15
device55,1479.0,AK110,1399,4,39
device36,1480.0,CO166,1400,2,-1
device13,1481.0,AG106,1401,5,2
device2,1482.0,DS196,1402,4,40
device43,1483.0,BE130,1403,4,22
device66,1484.0,CC154,1404,4,-1
device87,1485.0,BM138,1405,2,32
device96,1486.0,AT119,1406,2,30
device32,1487.0,AZ125,1407,1,7
device46,1488.0,DN191,1408,3,-1
device37,1489.0,DB179,1409,1,34
device19,1490.0,AD103,1410,5,23
device65,1491.0,BV147,1411,2,13
device89,1492.0,BI134,1412,4,-1
device24,1493.0,AQ116,1413,2,26
device20,1494.0,AC102,1414,4,38
device92,1495.0,DE182,1415,2,31
device34,1496.0,DF183,1416,5,-1
device22,1497.0,BF131,1417,4,39
device95,1498.0,DP193,1418,1,23
device27,1499.0,BT145,1419,2,34
device63,1500.0,DG184,1420,3,-1
device98,1501.0,CL163,1421,0,22
device66,1502.0,BY150,1422,5,6
device75,1503.0,BQ142,1423,4,10
device60,1504.0,DS196,1424,5,-1
device56,1505.0,DE182,1425,4,25
device5,1506.0,CA152,1426,5,7
device22,1507.0,CA152,1427,0,34
device14,1508.0,AY124,1428,5,-1
device58,1509.0,CX175,1429,5,2
device14,1510.0,AQ116,1430,1,5
device27,1511.0,AI108,1431,4,30
device48,1512.0,CE156,1432,4,-1
device22,1513.0,BH133,1433,2,6
device73,1514.0,AC102,1434,1,13
device87,1515.0,AO114,1435,0,25
device7,1516.0,DF183,1436,5,-1
device10,1517.0,BC128,1437,0,29
device11,1518.0,AG106,1438,1,38
device49,1519.0,DU198,1439,4,25
device4,1520.0,BD129,1440,4,-1
device45,1521.0,AI108,1441,5,22
device44,1522.0,DF183,1442,0,3
device98,1523.0,AM112,1443,3,11
device66,1524.0,CW174,1444,5,-1
device48,1525.0,CY176,1445,0,28
device86,1526.0,BM138,1446,3,35
device52,1527.0,BR143,1447,4,25
device64,1528.0,AA100,1448,2,-1
device87,1529.0,CU172,1449,4,8
device54,1530.0,AG106,1450,2,18
device89,1531.0,DS196,1451,2,29
device0,1532.0,CJ161,1452,2,-1
device20,1533.0,BV147,1453,0,38
device18,1534.0,BY150,1454,4,10
device70,1535.0,CZ177,1455,2,36
device14,1536.0,DG184,1456,1,-1
device38,1537.0,DS196,1457,4,24
device53,1538.0,AB101,1458,2,4
device77,1539.0,BX149,1459,1,8
device13,1540.0,BB127,1460,0,-1
device9,1541.0,AK110,1461,3,23
device61,1542.0,AG106,1462,3,27
device41,1543.0,AV121,1463,0,17
device68,1544.0,DV199,1464,5,-1
device54,1545.0,BJ135,1465,1,18
device64,1546.0,BA126,1466,5,12
device38,1547.0,CP167,1467,1,16
device28,1548.0,DD181,1468,2,-1
device63,1549.0,AT119,1469,0,25
device17,1550.0,DJ187,1470,2,16
device51,1551.0,BY150,1471,2,11
device83,1552.0,CU172,1472,2,-1
device88,1553.0,CB153,1473,2,7
device84,1554.0,DN191,1474,3,33
device38,1555.0,BP141,1475,5,0
device39,1556.0,AW122,1476,3,-1
device86,1557.0,BX149,1477,5,5
device23,1558.0,CB153,1478,1,32
device20,1559.0,AW122,1479,3,12
device61,1560.0,DG184,1480,1,-1
device88,1561.0,DD181,1481,5,22
device51,1562.0,DV199,1482,3,17
device26,1563.0,CN165,1483,2,38
device20,1564.0,BH133,1484,2,-1
device39,1565.0,AG106,1485,1,39
device40,1566.0,BK136,1486,0,12
device6,1567.0,DA178,1487,3,3
device26,1568.0,AE104,1488,2,-1
device33,1569.0,BX149,1489,0,2
device27,1570.0,DD181,1490,2,29
device46,1571.0,DQ194,1491,2,15
device92,1572.0,BR143,1492,2,-1
device62,1573.0,BA126,1493,0,15
device36,1574.0,AZ125,1494,1,10
device91,1575.0,DV199,1495,3,20
device91,1576.0,DN191,1496,4,-1
device53,1577.0,DQ194,1497,5,8
device74,1578.0,AL111,1498,3,33
device80,1579.0,BV147,1499,1,39
device76,1580.0,AV121,1500,5,-1
device37,1581.0,CT171,1501,2,3
device95,1582.0,BA126,1502,2,4
device29,1583.0,BV147,1503,4,28
device84,1584.0,BJ135,1504,5,-1
device39,1585.0,CL163,1505,0,29
device74,1586.0,DG184,1506,0,30
device92,1587.0,BA126,1507,3,31
device19,1588.0,DA178,1508,2,-1
device11,1589.0,BK136,1509,1,6
device45,1590.0,CU172,1510,2,23
device36,1591.0,BS144,1511,1,8
device66,1592.0,AL111,1512,3,-1
device53,1593.0,CH159,1513,5,6
device80,1594.0,DG184,1514,0,2
device94,1595.0,DS196,1515,5,23
device93,1596.0,CG158,1516,0,-1
device8,1597.0,BC128,1517,1,33
device4,1598.0,AR117,1518,1,36
device17,1599.0,BJ135,1519,3,35
device76,1600.0,DQ194,1520,5,-1
device81,1601.0,CC154,1521,1,15
device8,1602.0,AP115,1522,0,3
device24,1603.0,CT171,1523,3,26
device78,1604.0,BK136,1524,5,-1
device21,1605.0,AA100,1525,4,17
device42,1606.0,CM164,1526,2,19
device79,1607.0,CM164,1527,4,1
device68,1608.0,AC102,1528,3,-1
device54,1609.0,AX123,1529,3,32
device50,1610.0,AJ109,1530,4,37
device69,1611.0,AG106,1531,0,2
device17,1612.0,DS196,1532,2,-1
device67,1613.0,BK136,1533,5,28
device34,1614.0,AN113,1534,5,29
device70,1615.0,CH159,1535,2,27
device31,1616.0,AT119,1536,5,-1
device34,1617.0,BS144,1537,3,34
device63,1618.0,AO114,1538,2,38
